record_type,profile_id,distribution,d1_score,d2_score,d3_score,d4_score,d5_score,d6_score,overall_maturity,readiness_raw,readiness_final,readiness_band,safeguard_applied,readiness_delta_raw_final,metric,value,count,fraction
profile,grb_mc_09489,uniform,2.111,2.556,1.889,2.111,3.333,2.444,2.407,60.17,60.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09490,uniform,1.444,2.0,1.778,1.667,1.667,2.0,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_09491,uniform,2.889,1.889,2.111,1.778,1.556,2.0,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_09492,uniform,1.111,2.0,2.444,2.111,1.889,1.778,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_09493,uniform,1.556,2.333,1.111,2.222,2.556,1.556,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_09494,uniform,2.111,1.444,2.111,1.444,2.222,1.333,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_09495,uniform,1.0,1.333,2.0,1.778,1.222,2.667,1.667,41.68,41.68,Emerging,False,0.0,,,,
profile,grb_mc_09496,uniform,2.0,1.0,2.0,1.556,1.222,1.444,1.537,38.42,38.42,Emerging,False,0.0,,,,
profile,grb_mc_09497,uniform,2.0,2.111,1.556,2.333,1.889,1.778,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_09498,uniform,1.0,0.778,1.556,2.0,1.889,1.778,1.5,37.5,37.5,Emerging,False,0.0,,,,
profile,grb_mc_09499,uniform,2.111,1.667,1.778,1.0,1.444,1.556,1.593,39.83,39.83,Emerging,False,0.0,,,,
profile,grb_mc_09500,uniform,2.111,1.444,2.667,1.667,1.667,1.667,1.871,46.77,46.77,Emerging,False,0.0,,,,
profile,grb_mc_09501,uniform,2.444,2.0,2.222,1.778,2.222,1.667,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_09502,uniform,1.556,2.778,1.444,2.333,1.444,2.0,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_09503,uniform,2.0,1.667,2.111,1.556,1.556,1.333,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_09504,uniform,1.444,2.889,2.0,1.667,2.667,2.0,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_09505,uniform,1.333,2.889,2.333,1.111,2.111,3.222,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09506,uniform,2.667,1.556,2.556,0.778,1.889,2.333,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_09507,uniform,2.111,2.778,2.111,2.556,2.0,2.0,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_09508,uniform,1.778,1.222,2.0,2.778,2.111,2.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09509,uniform,2.111,2.111,2.0,1.667,1.444,1.667,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_09510,uniform,1.556,2.556,2.444,1.444,2.0,0.889,1.815,45.38,45.38,Emerging,False,0.0,,,,
profile,grb_mc_09511,uniform,1.778,1.778,1.556,1.333,1.222,1.889,1.593,39.83,39.83,Emerging,False,0.0,,,,
profile,grb_mc_09512,uniform,1.667,2.222,1.667,2.556,1.667,1.667,1.908,47.7,47.7,Emerging,False,0.0,,,,
profile,grb_mc_09513,uniform,2.333,2.222,1.889,2.333,2.444,1.889,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_09514,uniform,1.889,1.778,1.444,1.333,1.222,1.778,1.574,39.35,39.35,Emerging,False,0.0,,,,
profile,grb_mc_09515,uniform,1.0,1.889,2.222,2.222,2.556,2.444,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_09516,uniform,1.778,2.222,1.889,1.222,1.333,2.556,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_09517,uniform,1.889,2.111,3.222,2.111,2.444,2.444,2.37,59.25,59.25,Substantially ready,False,0.0,,,,
profile,grb_mc_09518,uniform,2.222,2.889,2.222,2.111,1.667,2.111,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_09519,uniform,1.333,2.222,2.444,2.444,2.111,1.889,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_09520,uniform,1.667,1.111,1.667,1.667,2.111,1.556,1.63,40.75,40.75,Emerging,False,0.0,,,,
profile,grb_mc_09521,uniform,1.778,2.111,1.111,1.667,2.556,2.111,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_09522,uniform,1.0,1.556,2.0,1.778,2.0,2.111,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_09523,uniform,1.889,1.667,2.667,2.0,2.222,2.0,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_09524,uniform,1.444,2.0,1.778,2.333,2.111,1.444,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09525,uniform,2.111,2.667,1.333,2.556,1.667,1.444,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_09526,uniform,1.889,1.556,2.0,1.667,2.444,1.556,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09527,uniform,1.889,2.444,2.222,1.778,1.889,1.667,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_09528,uniform,1.667,1.556,2.222,1.889,2.0,1.778,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09529,uniform,1.333,2.0,2.333,1.889,2.889,1.222,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_09530,uniform,2.667,2.556,1.444,2.444,2.556,1.222,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_09531,uniform,2.333,2.0,1.222,1.667,2.778,1.778,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_09532,uniform,2.556,1.778,1.556,2.111,2.444,1.667,2.019,50.48,50.48,Substantially ready,False,0.0,,,,
profile,grb_mc_09533,uniform,1.333,2.333,1.556,2.0,2.667,2.111,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_09534,uniform,1.667,1.667,0.889,1.889,2.333,1.444,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_09535,uniform,1.778,2.0,1.889,2.889,2.556,2.556,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_09536,uniform,2.333,1.889,1.556,2.333,2.111,1.889,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09537,uniform,2.444,1.889,1.889,2.111,1.778,1.444,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_09538,uniform,2.556,2.778,1.667,2.444,2.444,1.778,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_09539,uniform,1.333,0.889,2.444,2.667,1.889,2.0,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_09540,uniform,2.444,1.889,2.556,1.778,2.111,1.889,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_09541,uniform,1.556,2.778,2.667,2.333,2.333,1.889,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_09542,uniform,1.889,1.778,2.222,2.111,1.222,2.222,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09543,uniform,1.111,2.111,1.667,2.0,1.556,2.333,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_09544,uniform,2.333,2.111,2.556,1.111,1.778,1.444,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_09545,uniform,2.111,3.0,2.0,1.556,1.667,2.444,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_09546,uniform,1.444,1.556,2.222,1.111,1.111,2.333,1.63,40.75,40.75,Emerging,False,0.0,,,,
profile,grb_mc_09547,uniform,2.444,2.0,1.889,2.111,2.333,2.778,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_09548,uniform,2.0,1.778,1.333,2.444,2.333,2.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09549,uniform,2.111,2.444,1.889,1.778,2.889,2.111,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_09550,uniform,1.222,1.333,1.778,2.222,2.333,2.222,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09551,uniform,1.444,2.111,1.556,2.444,2.222,2.667,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_09552,uniform,1.333,2.222,2.333,2.0,2.222,2.222,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_09553,uniform,2.556,2.778,2.0,1.889,1.778,2.0,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09554,uniform,2.222,0.667,1.889,2.667,2.222,1.667,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_09555,uniform,2.0,3.111,2.0,2.0,2.111,1.111,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_09556,uniform,2.111,2.444,1.111,1.556,2.0,2.0,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_09557,uniform,2.556,2.0,2.333,2.556,2.222,1.333,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09558,uniform,1.333,1.778,2.444,0.889,1.889,2.222,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_09559,uniform,2.333,2.222,1.556,1.667,1.444,2.222,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09560,uniform,2.667,1.111,1.778,2.0,1.889,1.333,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_09561,uniform,1.556,2.0,2.222,1.556,1.778,1.889,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_09562,uniform,1.778,2.222,1.222,2.889,1.0,1.444,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_09563,uniform,1.778,2.222,1.778,1.667,2.778,2.0,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_09564,uniform,2.444,2.111,1.778,1.889,1.556,1.667,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09565,uniform,1.778,3.111,2.222,2.111,2.111,2.111,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_09566,uniform,2.0,1.778,1.556,1.889,1.667,1.333,1.704,42.6,42.6,Emerging,False,0.0,,,,
profile,grb_mc_09567,uniform,3.0,2.333,1.667,1.889,1.889,2.0,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_09568,uniform,2.889,2.556,1.333,2.0,1.0,2.444,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_09569,uniform,1.556,2.0,1.889,2.222,2.444,2.333,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_09570,uniform,2.0,1.111,1.444,1.667,2.556,1.889,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_09571,uniform,2.556,1.778,2.556,2.111,1.556,0.667,1.871,46.77,46.77,Emerging,False,0.0,,,,
profile,grb_mc_09572,uniform,2.0,2.444,1.444,1.889,1.556,1.778,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09573,uniform,2.111,2.667,2.222,1.556,2.222,2.667,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_09574,uniform,2.667,2.111,2.111,2.778,2.222,2.444,2.389,59.72,59.72,Substantially ready,False,0.0,,,,
profile,grb_mc_09575,uniform,2.222,2.667,1.333,2.333,1.556,1.667,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_09576,uniform,2.333,2.111,2.0,1.667,2.222,2.0,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_09577,uniform,1.889,1.889,2.556,2.111,2.444,2.667,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_09578,uniform,1.444,2.556,2.667,1.667,2.222,2.444,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09579,uniform,2.0,2.333,1.778,2.556,2.556,1.889,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_09580,uniform,2.111,2.0,1.778,1.778,1.444,2.0,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09581,uniform,2.333,1.556,2.0,1.556,2.0,1.889,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_09582,uniform,1.667,1.444,1.667,1.667,2.333,1.222,1.667,41.68,41.68,Emerging,False,0.0,,,,
profile,grb_mc_09583,uniform,1.778,1.444,2.0,2.556,2.222,1.667,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_09584,uniform,2.444,2.667,1.778,1.778,1.444,2.0,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09585,uniform,1.222,1.889,2.444,1.333,1.889,2.444,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_09586,uniform,1.556,2.889,2.333,1.333,2.444,1.222,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_09587,uniform,2.556,2.556,1.889,2.0,1.667,1.556,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_09588,uniform,2.556,1.889,1.222,2.111,2.333,2.0,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09589,uniform,2.667,2.667,2.667,1.889,1.889,3.111,2.482,62.05,60.0,Substantially ready,True,2.05,,,,
profile,grb_mc_09590,uniform,2.667,2.111,2.111,1.444,3.0,1.667,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09591,uniform,1.667,2.556,2.333,2.111,2.444,1.667,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_09592,uniform,1.889,1.333,1.667,2.444,2.667,1.444,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09593,uniform,1.667,1.667,2.667,2.444,2.222,2.111,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_09594,uniform,2.667,1.556,2.111,2.667,1.556,2.444,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09595,uniform,2.333,1.889,1.444,2.556,2.778,2.222,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_09596,uniform,1.667,1.556,1.444,2.444,2.333,2.444,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_09597,uniform,2.0,2.222,1.222,2.222,1.667,1.778,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09598,uniform,1.333,2.111,1.333,1.222,2.222,1.444,1.611,40.27,40.27,Emerging,False,0.0,,,,
profile,grb_mc_09599,uniform,2.222,1.333,1.556,1.667,3.0,2.556,2.056,51.4,51.4,Substantially ready,False,0.0,,,,
profile,grb_mc_09600,uniform,1.778,2.111,1.222,2.222,2.222,1.444,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_09601,uniform,2.667,1.444,2.333,1.111,2.0,1.111,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_09602,uniform,1.667,1.222,2.0,0.556,1.556,1.778,1.463,36.58,36.58,Emerging,False,0.0,,,,
profile,grb_mc_09603,uniform,2.222,1.889,2.111,1.667,2.333,2.333,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_09604,uniform,1.889,1.778,2.222,2.0,1.556,2.0,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09605,uniform,1.222,2.556,1.667,1.222,1.667,1.444,1.63,40.75,40.75,Emerging,False,0.0,,,,
profile,grb_mc_09606,uniform,1.889,0.778,2.0,2.444,1.667,1.556,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_09607,uniform,2.0,2.0,2.778,1.778,1.778,2.111,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_09608,uniform,0.889,1.556,2.222,2.0,0.889,1.889,1.574,39.35,39.35,Emerging,False,0.0,,,,
profile,grb_mc_09609,uniform,1.667,2.444,1.667,1.778,1.889,1.556,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_09610,uniform,1.444,2.556,1.556,1.667,2.889,1.333,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09611,uniform,1.222,2.0,2.333,2.667,2.222,1.556,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_09612,uniform,2.0,2.111,1.333,2.222,1.222,2.222,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09613,uniform,3.111,2.667,1.889,2.556,2.111,1.111,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_09614,uniform,2.222,1.778,3.111,2.333,2.333,1.889,2.278,56.95,56.95,Substantially ready,False,0.0,,,,
profile,grb_mc_09615,uniform,2.111,2.333,2.333,2.111,1.444,0.778,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09616,uniform,1.444,2.556,2.111,2.667,1.778,2.111,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_09617,uniform,1.333,2.111,2.889,2.556,1.778,1.444,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09618,uniform,1.889,1.778,2.444,1.333,2.667,2.556,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_09619,uniform,2.222,2.333,1.222,1.778,1.778,2.111,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09620,uniform,2.444,1.889,2.222,1.222,0.889,1.111,1.629,40.73,40.73,Emerging,False,0.0,,,,
profile,grb_mc_09621,uniform,1.333,2.0,1.778,2.0,2.111,2.444,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_09622,uniform,1.556,2.111,2.556,1.111,2.667,2.222,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_09623,uniform,1.778,2.111,1.667,2.444,2.778,2.222,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09624,uniform,1.667,2.444,3.0,2.444,3.111,3.222,2.648,66.2,66.2,Substantially ready,False,0.0,,,,
profile,grb_mc_09625,uniform,2.222,2.0,1.889,2.111,1.889,1.444,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_09626,uniform,1.889,2.222,2.222,2.444,1.444,2.889,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_09627,uniform,2.333,1.333,1.556,2.222,1.778,2.0,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_09628,uniform,2.0,1.889,2.222,1.667,2.444,2.333,2.092,52.3,52.3,Substantially ready,False,0.0,,,,
profile,grb_mc_09629,uniform,1.778,2.222,2.111,2.0,1.778,2.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09630,uniform,2.444,1.889,2.667,2.222,1.778,2.556,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_09631,uniform,2.556,1.333,2.111,1.222,2.333,1.889,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09632,uniform,2.111,2.778,2.778,2.0,2.556,2.0,2.371,59.27,59.27,Substantially ready,False,0.0,,,,
profile,grb_mc_09633,uniform,1.889,1.111,2.222,2.0,1.333,2.111,1.778,44.45,44.45,Emerging,False,0.0,,,,
profile,grb_mc_09634,uniform,2.111,2.333,2.111,1.889,2.333,2.667,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_09635,uniform,1.333,2.111,2.0,2.444,2.556,2.556,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09636,uniform,2.222,2.333,1.111,1.889,2.111,2.444,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09637,uniform,1.889,2.556,2.778,2.111,1.778,1.778,2.148,53.7,53.7,Substantially ready,False,0.0,,,,
profile,grb_mc_09638,uniform,2.778,2.0,1.556,1.778,1.889,2.0,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_09639,uniform,1.778,2.222,2.111,3.0,1.889,2.0,2.167,54.17,54.17,Substantially ready,False,0.0,,,,
profile,grb_mc_09640,uniform,1.111,2.667,2.111,1.778,2.333,2.667,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_09641,uniform,1.889,1.444,2.0,2.222,2.222,2.222,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_09642,uniform,1.889,1.889,2.111,2.778,2.0,2.111,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_09643,uniform,2.111,1.667,1.778,1.889,2.667,1.889,2.0,50.0,50.0,Substantially ready,False,0.0,,,,
profile,grb_mc_09644,uniform,1.667,2.333,2.556,2.222,2.333,2.333,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_09645,uniform,1.556,1.556,1.444,2.444,2.444,2.0,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09646,uniform,2.444,2.111,1.778,2.889,1.556,2.667,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_09647,uniform,2.444,1.667,2.444,2.111,2.222,2.889,2.296,57.4,57.4,Substantially ready,False,0.0,,,,
profile,grb_mc_09648,uniform,1.333,2.111,1.778,1.778,1.556,1.556,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_09649,uniform,1.556,2.444,1.222,2.333,2.556,1.778,1.981,49.53,49.53,Advanced readiness,False,0.0,,,,
profile,grb_mc_09650,uniform,1.333,1.778,1.667,2.778,2.333,2.222,2.018,50.45,50.45,Substantially ready,False,0.0,,,,
profile,grb_mc_09651,uniform,2.444,2.778,2.556,2.556,1.444,1.333,2.185,54.62,54.62,Substantially ready,False,0.0,,,,
profile,grb_mc_09652,uniform,1.556,2.444,2.444,1.889,1.889,2.222,2.074,51.85,51.85,Substantially ready,False,0.0,,,,
profile,grb_mc_09653,uniform,1.778,1.444,2.111,2.222,1.0,1.556,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_09654,uniform,2.222,1.889,2.333,2.0,2.111,1.222,1.963,49.08,49.08,Advanced readiness,False,0.0,,,,
profile,grb_mc_09655,uniform,1.556,1.444,1.111,2.778,1.444,2.111,1.741,43.53,43.53,Emerging,False,0.0,,,,
profile,grb_mc_09656,uniform,1.778,1.778,1.556,1.889,1.889,1.889,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_09657,uniform,1.778,2.111,2.889,1.778,2.444,2.444,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
profile,grb_mc_09658,uniform,2.0,2.333,0.667,1.889,1.333,1.556,1.63,40.75,40.75,Emerging,False,0.0,,,,
profile,grb_mc_09659,uniform,2.556,2.444,1.778,1.444,2.222,1.778,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_09660,uniform,2.111,2.111,1.889,1.889,2.0,2.333,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_09661,uniform,2.444,1.556,2.889,1.667,2.333,1.444,2.055,51.38,51.38,Substantially ready,False,0.0,,,,
profile,grb_mc_09662,uniform,1.667,1.778,1.889,2.222,1.889,1.667,1.852,46.3,46.3,Emerging,False,0.0,,,,
profile,grb_mc_09663,uniform,1.0,2.0,2.222,1.667,1.778,1.667,1.722,43.05,43.05,Emerging,False,0.0,,,,
profile,grb_mc_09664,uniform,1.333,2.0,1.556,2.0,2.222,2.444,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_09665,uniform,1.778,1.889,1.667,2.778,1.333,1.778,1.871,46.77,46.77,Emerging,False,0.0,,,,
profile,grb_mc_09666,uniform,2.111,2.556,1.667,2.333,3.222,2.333,2.37,59.25,59.25,Substantially ready,False,0.0,,,,
profile,grb_mc_09667,uniform,2.222,2.333,2.111,2.667,2.889,1.889,2.352,58.8,58.8,Substantially ready,False,0.0,,,,
profile,grb_mc_09668,uniform,2.333,1.667,2.222,1.444,1.556,2.0,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_09669,uniform,2.333,2.333,2.333,1.333,2.0,1.333,1.944,48.6,48.6,Emerging,False,0.0,,,,
profile,grb_mc_09670,uniform,2.333,2.333,2.778,1.778,2.0,1.444,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_09671,uniform,1.778,2.0,2.556,2.111,2.0,1.111,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_09672,uniform,1.333,1.667,1.333,1.778,2.556,1.222,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_09673,uniform,3.0,2.667,2.0,2.0,1.444,1.556,2.111,52.78,52.78,Substantially ready,False,0.0,,,,
profile,grb_mc_09674,uniform,1.889,2.111,1.333,1.111,1.778,1.667,1.648,41.2,41.2,Emerging,False,0.0,,,,
profile,grb_mc_09675,uniform,2.333,1.667,1.889,0.889,2.222,2.0,1.833,45.82,45.82,Emerging,False,0.0,,,,
profile,grb_mc_09676,uniform,2.111,1.778,2.111,1.333,1.333,2.111,1.796,44.9,44.9,Emerging,False,0.0,,,,
profile,grb_mc_09677,uniform,1.556,2.444,2.111,2.0,3.333,2.111,2.259,56.47,56.47,Substantially ready,False,0.0,,,,
profile,grb_mc_09678,uniform,2.333,2.222,2.111,1.667,1.556,2.333,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_09679,uniform,2.0,1.778,2.556,1.667,1.667,1.889,1.926,48.15,48.15,Emerging,False,0.0,,,,
profile,grb_mc_09680,uniform,2.222,2.333,2.444,2.778,2.556,1.444,2.296,57.4,57.4,Substantially ready,False,0.0,,,,
profile,grb_mc_09681,uniform,2.444,1.667,1.556,2.111,1.333,2.333,1.907,47.67,47.67,Emerging,False,0.0,,,,
profile,grb_mc_09682,uniform,1.667,2.111,2.222,0.889,1.889,2.556,1.889,47.23,47.23,Emerging,False,0.0,,,,
profile,grb_mc_09683,uniform,0.889,2.0,1.667,2.333,1.556,1.667,1.685,42.12,42.12,Emerging,False,0.0,,,,
profile,grb_mc_09684,uniform,2.778,1.111,2.111,2.111,1.778,1.333,1.87,46.75,46.75,Emerging,False,0.0,,,,
profile,grb_mc_09685,uniform,1.667,1.778,2.889,2.444,2.444,1.556,2.13,53.25,53.25,Substantially ready,False,0.0,,,,
profile,grb_mc_09686,uniform,1.556,1.222,2.333,2.556,1.889,1.0,1.759,43.97,43.97,Emerging,False,0.0,,,,
profile,grb_mc_09687,uniform,2.444,2.556,2.333,1.778,3.0,1.667,2.296,57.4,57.4,Substantially ready,False,0.0,,,,
profile,grb_mc_09688,uniform,2.111,1.778,2.333,2.111,2.111,1.778,2.037,50.92,50.92,Substantially ready,False,0.0,,,,
profile,grb_mc_09689,uniform,2.889,2.444,2.222,2.667,1.778,2.0,2.333,58.33,58.33,Substantially ready,False,0.0,,,,
profile,grb_mc_09690,uniform,1.778,2.444,2.333,1.889,2.111,2.667,2.204,55.1,55.1,Substantially ready,False,0.0,,,,
profile,grb_mc_09691,uniform,3.0,1.889,2.0,3.0,3.0,2.222,2.518,62.95,60.0,Substantially ready,True,2.95,,,,
profile,grb_mc_09692,uniform,2.889,2.0,1.889,2.444,1.333,2.889,2.241,56.03,56.03,Substantially ready,False,0.0,,,,
